Line Name,Measurement Type,promoter 1,promoter 2,promoter 3,abs @470nm w/DMSO,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S1.C2.R2.P1,promoter 1,,,,,
S1.C2.R2.P2,promoter 2,,,,,
S1.C2.R2.P3,promoter 3,,,,,
S1.C2.R2.LY,abs @470nm w/DMSO,,,,,
S2.C2.R2.P1,promoter 1,,,,,
S2.C2.R2.P2,promoter 2,,,,,
S2.C2.R2.P3,promoter 3,,,,,
S2.C2.R2.LY,abs @470nm w/DMSO,,,,,
S2.C2.R2.P1,promoter 1,,,,,
S2.C2.R2.P2,promoter 2,,,,,
S2.C2.R2.P3,promoter 3,,,,,
S2.C2.R2.LY,abs @470nm w/DMSO,,,,,
S2.C2.R2.P1,promoter 1,,,,,
S2.C2.R2.P2,promoter 2,,,,,
S2.C2.R2.P3,promoter 3,,,,,
S2.C2.R2.LY,abs @470nm w/DMSO,,,,,
S2.C2.R2.P1,promoter 1,,,,,
S2.C2.R2.P2,promoter 2,,,,,
S2.C2.R2.P3,promoter 3,,,,,
S2.C2.R2.LY,abs @470nm w/DMSO,,,,,
S2.C2.R2.P1,promoter 1,,,,,
S2.C2.R2.P2,promoter 2,,,,,
S2.C2.R2.P3,promoter 3,,,,,
S2.C2.R2.LY,abs @470nm w/DMSO,,,,,
S2.C2.R2.P1,promoter 1,,,,,
S2.C2.R2.P2,promoter 2,,,,,
S2.C2.R2.P3,promoter 3,,,,,
S2.C2.R2.LY,abs @470nm w/DMSO,,,,,
S2.C2.R2.P1,promoter 1,,,,,
S2.C2.R2.P2,promoter 2,,,,,
S2.C2.R2.P3,promoter 3,,,,,
S2.C2.R2.LY,abs @470nm w/DMSO,,,,,
S2.C2.R2.P1,promoter 1,,,,,
S2.C2.R2.P2,promoter 2,,,,,
S2.C2.R2.P3,promoter 3,,,,,
S2.C2.R2.LY,abs @470nm w/DMSO,,,,,
S2.C2.R2.P1,promoter 1,,,,,
S2.C2.R2.P2,promoter 2,,,,,
S2.C2.R2.P3,promoter 3,,,,,
S2.C2.R2.LY,abs @470nm w/DMSO,,,,,
S2.C2.R2.P1,promoter 1,,,,,
S2.C2.R2.P2,promoter 2,,,,,
S2.C2.R2.P3,promoter 3,,,,,
S2.C2.R2.LY,abs @470nm w/DMSO,,,,,
S2.C2.R2.P1,promoter 1,,,,,
S2.C2.R2.P2,promoter 2,,,,,
S2.C2.R2.P3,promoter 3,,,,,
S2.C2.R2.LY,abs @470nm w/DMSO,,,,,
S2.C2.R2.P1,promoter 1,,,,,
S2.C2.R2.P2,promoter 2,,,,,
S2.C2.R2.P3,promoter 3,,,,,
S2.C2.R2.LY,abs @470nm w/DMSO,,,,,
S2.C2.R2.P1,promoter 1,,,,,
S2.C2.R2.P2,promoter 2,,,,,
S2.C2.R2.P3,promoter 3,,,,,
S2.C2.R2.LY,abs @470nm w/DMSO,,,,,
S2.C2.R2.P1,promoter 1,,,,,
S2.C2.R2.P2,promoter 2,,,,,
S2.C2.R2.P3,promoter 3,,,,,
S2.C2.R2.LY,abs @470nm w/DMSO,,,,,
S2.C2.R2.P1,promoter 1,,,,,
S2.C2.R2.P2,promoter 2,,,,,
S2.C2.R2.P3,promoter 3,,,,,
S2.C2.R2.LY,abs @470nm w/DMSO,,,,,
S2.C2.R2.P1,promoter 1,,,,,
S2.C2.R2.P2,promoter 2,,,,,
S2.C2.R2.P3,promoter 3,,,,,
S2.C2.R2.LY,abs @470nm w/DMSO,,,,,
S2.C2.R2.P1,promoter 1,,,,,
S2.C2.R2.P2,promoter 2,,,,,
S2.C2.R2.P3,promoter 3,,,,,
S2.C2.R2.LY,abs @470nm w/DMSO,,,,,
S2.C2.R2.P1,promoter 1,,,,,
S2.C2.R2.P2,promoter 2,,,,,
S2.C2.R2.P3,promoter 3,,,,,
S2.C2.R2.LY,abs @470nm w/DMSO,,,,,
S2.C2.R2.P1,promoter 1,,,,,
S2.C2.R2.P2,promoter 2,,,,,
S2.C2.R2.P3,promoter 3,,,,,
S2.C2.R2.LY,abs @470nm w/DMSO,,,,,
S2.C2.R2.P1,promoter 1,,,,,
S2.C2.R2.P2,promoter 2,,,,,
S2.C2.R2.P3,promoter 3,,,,,
S2.C2.R2.LY,abs @470nm w/DMSO,,,,,
S2.C2.R2.P1,promoter 1,,,,,
S2.C2.R2.P2,promoter 2,,,,,
S2.C2.R2.P3,promoter 3,,,,,
S2.C2.R2.LY,abs @470nm w/DMSO,,,,,
S2.C2.R2.P1,promoter 1,,,,,
S2.C2.R2.P2,promoter 2,,,,,
S2.C2.R2.P3,promoter 3,,,,,
S2.C2.R2.LY,abs @470nm w/DMSO,,,,,
S2.C2.R2.P1,promoter 1,,,,,
S2.C2.R2.P2,promoter 2,,,,,
S2.C2.R2.P3,promoter 3,,,,,
S2.C2.R2.LY,abs @470nm w/DMSO,,,,,
S2.C2.R2.P1,promoter 1,,,,,
S2.C2.R2.P2,promoter 2,,,,,
S2.C2.R2.P3,promoter 3,,,,,
S2.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S3.C2.R2.P1,promoter 1,,,,,
S3.C2.R2.P2,promoter 2,,,,,
S3.C2.R2.P3,promoter 3,,,,,
S3.C2.R2.LY,abs @470nm w/DMSO,,,,,
S4.C2.R2.P1,promoter 1,,,,,
S4.C2.R2.P2,promoter 2,,,,,
S4.C2.R2.P3,promoter 3,,,,,
S4.C2.R2.LY,abs @470nm w/DMSO,,,,,
S4.C2.R2.P1,promoter 1,,,,,
S4.C2.R2.P2,promoter 2,,,,,
S4.C2.R2.P3,promoter 3,,,,,
S4.C2.R2.LY,abs @470nm w/DMSO,,,,,
S4.C2.R2.P1,promoter 1,,,,,
S4.C2.R2.P2,promoter 2,,,,,
S4.C2.R2.P3,promoter 3,,,,,
S4.C2.R2.LY,abs @470nm w/DMSO,,,,,
S4.C2.R2.P1,promoter 1,,,,,
S4.C2.R2.P2,promoter 2,,,,,
S4.C2.R2.P3,promoter 3,,,,,
S4.C2.R2.LY,abs @470nm w/DMSO,,,,,
S4.C2.R2.P1,promoter 1,,,,,
S4.C2.R2.P2,promoter 2,,,,,
S4.C2.R2.P3,promoter 3,,,,,
S4.C2.R2.LY,abs @470nm w/DMSO,,,,,
S4.C2.R2.P1,promoter 1,,,,,
S4.C2.R2.P2,promoter 2,,,,,
S4.C2.R2.P3,promoter 3,,,,,
S4.C2.R2.LY,abs @470nm w/DMSO,,,,,
S4.C2.R2.P1,promoter 1,,,,,
S4.C2.R2.P2,promoter 2,,,,,
